region,prog_type,project,proj_contact,species,run,stock,stock_CU,stock_CU_name,stat_area,obj,strat_lvl,egg_target,prod_activity,stage,relsite,rel_stat_area,target_no,mark,clip,mark_target,comment
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Oyster R,CM-4,GEORGIA STRAIT,14, Rebuilding ,Primary,"350,000",Release,Fed Fry,Oyster R,14,"320,000",,,,Target is 3000 adults.
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer In,Egg,Puntledge R,,"200,000",,,,
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Rebuilding ,Alternate, -   ,Release,Fed Fry,Oyster R,14,"180,000",,,,
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"85,000",Transfer Out,Egg,Campbell R Sch,,70,,,,
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Egg,Comox Valley Sch,,400,,,,
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,Oyster R,14,"40,000",,,,Number of fry released is dependent on assessment of natural production and habitat capacity.
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Coho,Fall,Oyster R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Rebuilding ,Primary, -   ,Release,Smolt 1+,Oyster R,14,"40,000",Fin Clip,AD,"40,000",
BC South Coast,DPI,Oyster R,"CA - Central E&W Van Is, Nanoose to Oyster R & Gold R to Tahsis",Pink,Fall,Oyster R,PKO-3,GEORGIA STRAIT,14, Rebuilding ,Primary,"2,500,000",Release,Unfed,Oyster R,14,"2,250,000",,,,
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Marble R,CK-33,WEST VANCOUVER ISLAND-NORTH_FA_0.x,27, Harvest ,Primary,"1,100,000",Release,Smolt 0+,Marble R,27,"910,000",Thermal,N/A,"910,000",
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Chinook,Fall,Marble R,CK-33,WEST VANCOUVER ISLAND-NORTH_FA_0.x,27, Harvest ,Primary, -   ,Release,Seapen 0+,Quatsino Sd,27,"90,000",Thermal,N/A,"90,000",
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Marble R,CO-15,NAHWITTI LOWLAND,27, Stewardship ,Primary,"140,000",Release,Fed Fry,Marble R,27, -   ,,,,Assessment of densities of natural production needed if fry outplants to be considered.
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Marble R,CO-15,NAHWITTI LOWLAND,27, Harvest ,Primary, -   ,Release,Smolt 1+,Marble R,27,"130,000",Fin Clip,AD,"130,000",
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Washlawlis R,CO-15,NAHWITTI LOWLAND,27, Stewardship ,Primary, -   ,Release,Unfed,Washlawlis R,27, -   ,,,,Assessment of densities of natural production needed if fry outplants to be considered.
BC South Coast,DPI,P Hardy/Marble,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Washlawlis R,CO-15,NAHWITTI LOWLAND,27, Harvest ,Primary, -   ,Release,Smolt 1+,Washlawlis R,27, -   ,,,,2019: No production planned for this stock.
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Chum,Fall,Quatse R,CM-5,NORTHEAST VANCOUVER ISLAND,12, Stewardship ,Primary,"120,000",Release,Fed Fry,Quatse R,12,"100,000",,,,
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Rebuilding ,Alternate, -   ,Release,Fed Fry,Cluxewe R,12, -   ,,,,Assessment of densities of natural production needed if fry outplants to be considered.
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Cluxewe R,CO-15,NAHWITTI LOWLAND,12, Harvest ,Primary,"110,000",Release,Smolt 1+,Cluxewe R,12,"100,000",Fin Clip,AD,"100,000","Quatse coho #1 priority, Cluxewe #2 and Waukwaas is #3, when collecting brood stock. Smolt production limited by water supply in summer months."
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12,,Primary,"110,000",Transfer Out,Egg,Vanc Is North Sch,,750,,,,
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Rebuilding ,Primary, -   ,Release,Fed Fry,Quatse Lk,12, -   ,,,,Assessment of densities of natural production needed if fry outplants to be considered.
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Rebuilding ,Primary, -   ,Release,Fed Fry,Quatse R,12, -   ,,,,Assessment of densities of natural production needed if fry outplants to be considered.
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Quatse R,CO-15,NAHWITTI LOWLAND,12, Harvest ,Primary, -   ,Release,Smolt 1+,Quatse R,12,"100,000",Fin Clip,AD,"100,000","Quatse coho #1 priority, Cluxewe #2 and Waukwaas is #3, when collecting brood stock. Smolt production limited by water supply in summer months."
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27,,Primary,"55,000",Transfer Out,Egg,Vanc Is North Sch,,50,,,,
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27, Rebuilding ,Alternate, -   ,Release,Unfed,Waukwaas Cr,27, -   ,,,,Assessment of densities of natural production needed if fry outplants to be considered.
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Coho,Fall,Waukwaas Cr,CO-15,NAHWITTI LOWLAND,27, Harvest ,Primary, -   ,Release,Smolt 1+,Waukwaas Cr,27,"50,000",Fin Clip,AD,"50,000","2019: Reduction from 110,000 in 2017. Quatse coho #1 priority, Cluxewe #2 and Waukwaas is #3, when collecting brood stock. Smolt production limited by water supply in summer months."
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Pink,Fall,Cluxewe R,PKO-5,NAHWITTI,12, Rebuilding ,Primary,"950,000",Release,Unfed,Cluxewe R,12,"800,000",,,,
BC South Coast,CDP,P Hardy/Quatse,CA - N Van Is & surrounding Mainland Inlets,Pink,Fall,Quatse R,PKO-5,NAHWITTI,12, Harvest ,Primary,"1,500,000",Release,Unfed,Quatse R,12,"1,350,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14,,Alternate, -   ,Transfer In,Egg,Big Qualicum R,,"800,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Harvest ,Alternate, -   ,Release,Fed Fry,Haslam Lk,15,"150,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Big Qualicum R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Harvest ,Alternate, -   ,Release,Smolt 0+,Lang Cr,15,"650,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Lang Cr,CK-9007,SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,15, Harvest ,Primary,"900,000",Release,Fed Fry,Haslam Lk,15,"150,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chinook,Fall,Lang Cr,CK-9007,SOUTHERN BC-CROSS-CU SUPPLEMENTATION EXCLUSION<<BIN>>,15, Harvest ,Primary, -   ,Release,Smolt 0+,Lang Cr,15,"680,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15, Rebuilding ,Primary,"750,000",Release,Fed Fry,Lang Cr,15,"560,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15, Rebuilding ,Primary, -   ,Release,Fed Fry,Mouat Cr,16,"70,000",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Chum,Fall,Lang Cr,CM-4,GEORGIA STRAIT,15, Stewardship ,Primary, -   ,Release,Fed Fry,Willingdon Cr,15,"70,000",,,,New release site in 2016. Adult counts needed.
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15,,Primary,"300,000",Transfer Out,Egg,Powell R Sch,,540,,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15, Harvest ,Primary, -   ,Release,Fed Fry,Anderson Cr/Lang,15,"22,500",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15, Harvest ,Primary, -   ,Release,Fed Fry,B Creek,15,"22,500",,,,
BC South Coast,CDP,Powell R,"CA - Sunshine Coast & Howe Sound, Port Mellon to Desolation Sound",Coho,Summer,Lang Cr,CO-11,GEORGIA STRAIT MAINLAND,15, Harvest ,Primary, -   ,Release,Fed Fry,Haslam Lk,15,"215,000",,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chinook,Fall,Puntledge R,CK-27,EAST VANCOUVER ISLAND-QUALICUM & PUNTLEDGE_FA_0.x,14, Harvest ,Primary,"2,100,000",Release,Smolt 0+,Puntledge R,14,"1,800,000",Coded Wire Tag,AD,"60,000",
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chinook,Summer,Puntledge R,CK-83,EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3,14, Assessment/Conservation ,Primary,"550,000",Release,Smolt 0+,Puntledge R,14,"500,000",Coded Wire Tag,AD,"180,000",2019: Revised production target based on actual production expectations. 1.5M target in previous years was based on an escapement target of 3500 spawners. The recent 10 year average is roughly 1000.
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chinook,Summer,Puntledge R,CK-83,EAST VANCOUVER ISLAND-GEORGIA STRAIT_SU_0.3,14, Assessment/Conservation ,Primary, -   ,Release,Smolt 0+,Puntledge R,14, -   ,Parentage-based Tagging,N/A,"500,000",
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate,"2,550,000",Transfer Out,Egg,Courtenay,,"50,000",,,,Alternate production if no Trent River coho eggs obtained.
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer Out,Egg,French Cr,,"100,000",,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer Out,Egg,Gwa'ni,,"2,250,000",,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Primary,"3,400,000",Transfer Out,Egg,Lasqueti Is,,"100,000",,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer Out,Egg,Little R/GSVI,,"200,000",,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Alternate, -   ,Transfer Out,Egg,Oyster R,,"200,000",,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Egg,Qualicum Sch,,100,,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Chum,Fall,Puntledge R,CM-4,GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Fed Fry,Puntledge R,14,"2,700,000",,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer In,Fry,Big Qualicum R,,"100,000",,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary, -   ,Transfer Out,Fry,Big Qualicum R,,"105,000",,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14,,Primary,"850,000",Transfer Out,Egg,Comox Valley Sch,,"3,000",,,,
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Rebuilding ,Primary, -   ,Release,Fed Fry,Comox Lk,14,"500,000",Coded Wire Tag,AD,"150,000",Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Rebuilding ,Primary, -   ,Release,Fed Fry,Puntledge R,14,"50,000",,,,Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Puntledge R,14,"100,000",Coded Wire Tag,AD,"50,000","New production line as of 2016 brood year, using Big Qualicum River Hatchery as summer rearing site."
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Smolt 1+,Puntledge R,14, -   ,Fin Clip,AD,"50,000",
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Puntledge R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Rebuilding ,Primary, -   ,Release,Fed Fry,Willimar+Forb Lks,14,"190,000",,,,Release number is dependent on ongoing assessment of survival rates and habitat capacity. Objective is to rebuild a self-sustaining return to above the dam.
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Trent R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary,"60,000",Release,Fed Fry,Bloedel Cr,14,"30,000",Fin Clip,AD,"30,000","	2019: Plans are to incubate and rear the Trent River coho at Puntledge River Hatchery (PRH) under the PRH PAR License.  These fish are now in the PRH production Plan. This will continue until the new Courtenay Fish and Game Hatchery is constructed in 2022."
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Coho,Fall,Trent R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,14, Stewardship ,Primary, -   ,Release,Fed Fry,Bloedel Lk,14,"20,000",Fin Clip,AD,"20,000",
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Pink,Fall,Puntledge R,PKO-3,GEORGIA STRAIT,14, Harvest ,Primary, -   ,Release,Unfed,Puntledge R,14, -   ,,,,2019: No pink production planned for 2019.
BC South Coast,OPS,Puntledge R,WEM - Puntledge River Hatchery,Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13, Rebuilding ,Alternate, -   ,Release,Unfed,Puntledge R,14, -   ,,,,2019: No pink production planned for 2019.
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13,,Primary,"4,000,000",Transfer Out,Fry,Unknown,,30,,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13, Rebuilding ,Primary, -   ,Release,Unfed,Campbell R,13,"884,000",Thermal,N/A,"884,000",
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13, Harvest ,Primary, -   ,Release,Seapen 0+,Discovery Pass,13,"600,000",Coded Wire Tag,AD,"60,000",
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13, Harvest ,Primary, -   ,Release,Seapen 0+,Discovery Pass,13, -   ,Thermal,N/A,"600,000",
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13, Stewardship ,Alternate,"50,000",Release,Eyed Egg,Quinsam Lk,13,"50,000",,,,2019: Surplus production.
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13, Harvest ,Primary, -   ,Release,Fed Fry,Quinsam Lk,13,"200,000",Coded Wire Tag,AD,"40,000",
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13, Harvest ,Primary, -   ,Release,Fed Fry,Quinsam Lk,13, -   ,Thermal,N/A,"200,000",
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13, Assessment/Harvest ,Primary, -   ,Release,Smolt 0+,Quinsam R,13,"1,900,000",Coded Wire Tag,AD,"590,000",
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Quinsam R,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13, Assessment/Harvest ,Primary, -   ,Release,Smolt 0+,Quinsam R,13, -   ,Thermal,N/A,"1,900,000",
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Salmon R/JNST,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13,,Primary, -   ,Transfer In,Egg,Sayward F&G,,"135,000",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Chinook,Fall,Salmon R/JNST,CK-29,EAST VANCOUVER ISLAND-NORTH_FA_0.x,13,,Primary, -   ,Transfer Out,Smolt,Sayward F&G,,"120,000",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,,Primary,"620,000",Transfer Out,Egg,Campbell R Sch,,"1,400",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,,Alternate,"16,000",Transfer Out,Egg,Gillard Pass,,"16,000",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13,,Primary, -   ,Transfer Out,Fry,Unknown,,30,,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Alternate, -   ,Release,Eyed Egg,Elk Falls Ch #3,13,"80,000",,,,Contingency for surplus eggs.
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Primary, -   ,Release,Fed Fall,Haig-Brown K'fishr,13,"2,500",,,,Dependent on assessment of habitat capacity and wild fry habitat usage.
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Primary, -   ,Release,Fed Fall,Menzies Cr,13,"2,500",,,,Dependent on assessment of juvenile biomass and habitat capacity.
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Primary, -   ,Release,Fed Fall,Mohun Cr,13,"2,500",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Primary, -   ,Release,Fed Fall,Nunn's Cr,13,"2,500",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Rebuilding ,Primary, -   ,Release,Fed Fry,Quinsam Lk,13,"170,000",Fin Clip,AD,"25,000",Fry are released to upper Quinsam watershed and assessed in downstream juvenile survey.
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Quinsam R,13,"400,000",Coded Wire Tag,AD,"200,000",
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Quinsam R,13, -   ,Coded Wire Tag,NOMK, -   ,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Assessment/Harvest ,Primary, -   ,Release,Smolt 1+,Quinsam R,13, -   ,Fin Clip,AD,"200,000",
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Coho,Fall,Quinsam R,CO-13,EAST VANCOUVER ISLAND-GEORGIA STRAIT,13, Stewardship ,Primary, -   ,Release,Fed Fall,Simms Cr,13,"2,500",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Alternate,"3,500,000",Transfer Out,Egg,Englishman Enh,,"1,000,000",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Alternate, -   ,Transfer Out,Egg,Fanny Bay/GSVI,,"500,000",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Primary,"7,500,000",Transfer Out,Egg,Mohun Cr,,"100,000",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Alternate, -   ,Transfer Out,Egg,Nanaimo R,,"1,000,000",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Primary, -   ,Transfer Out,Egg,Nile Cr,,"1,000,000",,,,
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Alternate, -   ,Transfer Out,Egg,Tsolum R,,"1,000,000",,,,Alternate source of eggs if insufficient broodstock collected in Tsolum River.
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Primary, -   ,Transfer Out,Egg,Unknown,,"10,000",,,,Transfer out to research facility or university.
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13,,Primary, -   ,Transfer Out,Fry,Unknown,,"8,000",,,,Transfer out to research facility or university.
BC South Coast,OPS,Quinsam R,WEM - Quinsam River Hatchery,Pink,Fall,Quinsam R,PKO-3,GEORGIA STRAIT,13, Harvest ,Primary, -   ,Release,Unfed,Quinsam R,13,"6,100,000",,,,2019: Target is set to base production of 2M up to max of 6.1M if escapement is below 100k.
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Chinook,Fall,Nahmint R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23,,Alternate, -   ,Transfer Out,Egg,Nitinat R,,"12,000",,,,
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Chinook,Fall,Nahmint R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Conservation ,Primary,"200,000",Release,Smolt 0+,Nahmint R,23,"165,000",Coded Wire Tag,AD,"165,000","2019: Plan to incubate and rear at Robertson Creek Hatchery in 2019 brood year, depending on water supply availability. All releases tagged and clipped."
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Chinook,Fall,Nahmint R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Conservation ,Primary, -   ,Release,Smolt 0+,Nahmint R,23, -   ,Parentage-based Tagging,N/A,"165,000",
BC South Coast,OPS,Robertson Cr,WEM - Robertson Creek Hatchery,Chinook,Fall,Nahmint R,CK-31,WEST VANCOUVER ISLAND-SOUTH_FA_0.x,23, Conservation ,Primary, -   ,Release,Smolt 0+,Nahmint R,23, -   ,Thermal,N/A,"165,000",
